Date,Open,High,Low,Close,Volume,Adj Close
2004-09-01,27.23,27.790001,26.74,27.65,57725200,19.517578
2004-08-02,28.27,28.549999,26.85,27.299999,52104600,19.270519
2004-07-01,28.700001,29.889999,27.25,28.49,76666600,20.051369
2004-06-01,26.129999,28.799999,25.860001,28.559999,77068200,20.100636
2004-05-03,26.190001,26.60,25.42,26.23,58942400,18.460773
2004-04-01,24.950001,27.719999,24.85,26.129999,77386600,18.390392
2004-03-01,26.629999,26.719999,24.01,24.93,77111900,17.545828
2004-02-02,27.610001,27.799999,26.35,26.530001,57385900,18.671915
2004-01-02,27.58,28.83,27.26,27.65,63635800,19.460175
2003-12-01,25.90,27.549999,25.50,27.370001,69030000,19.263109
2003-11-03,26.35,26.75,24.84,25.709999,77670400,18.094795
2003-10-01,28.030001,29.459999,25.91,26.139999,63898000,18.39743
2003-09-02,26.700001,30.00,26.469999,27.799999,62697200,19.456591
2003-08-01,26.33,26.950001,25.43,26.52,47667100,18.560749
2003-07-01,25.59,27.809999,25.389999,26.41,61659800,18.483761
2003-06-02,24.98,26.51,23.60,25.639999,77050900,17.944855
2003-05-01,25.540001,26.50,23.889999,24.610001,66480900,17.223982
2003-04-01,24.459999,26.43,23.950001,25.57,62151600,17.895864
2003-03-03,24.02,26.799999,22.549999,24.209999,68727900,16.944031
2003-02-03,47.93,49.099998,23.299999,23.700001,73871300,16.587095
2003-01-02,52.299999,57.32,47.029999,47.459999,86929500,16.554859
2002-12-02,58.650002,58.959999,51.259998,51.700001,63170400,18.033844
2002-11-01,52.43,58.639999,51.900002,57.68,79219500,20.11977
2002-10-01,44.32,54.07,43.189999,53.470001,112232300,18.651249
2002-09-03,48.52,51.099998,43.110001,43.740002,90564100,15.257259
2002-08-01,47.580002,53.450001,43.799999,49.080002,80631600,17.119944
2002-07-01,54.119999,54.93,41.41,47.98,114821000,16.736244
2002-06-03,50.990002,56.439999,49.169998,54.700001,96181400,19.080294
2002-05-01,52.16,56.439999,48.349998,50.91,67578800,17.758278
2002-04-01,59.830002,60.400002,51.439999,52.259998,67948300,18.229179
2002-03-01,59.049999,65.00,58.310001,60.310001,55857200,21.037159
2002-02-01,64.150002,64.50,57.150002,58.34,63117200,20.349989
2002-01-02,66.650002,70.620003,61.330002,63.709999,68080000,22.223135
2001-12-03,63.830002,69.889999,63.799999,66.25,51004700,23.109131
2001-11-01,60.080002,68.339996,59.599998,64.209999,65676300,22.397545
2001-10-01,50.939999,63.630001,50.41,58.150002,78938700,20.283714
2001-09-04,57.189999,59.080002,47.50,51.169998,108497700,17.848969
2001-08-01,66.800003,67.540001,56.299999,57.049999,52686800,19.900015
2001-07-02,72.050003,73.150002,64.199997,66.190002,72106300,23.088203
2001-06-01,69.599998,76.150002,66.010002,73.00,73498100,25.463646
2001-05-01,67.660004,72.150002,67.25,69.18,83999400,24.131166
2001-04-02,54.8125,71.099998,51.0625,67.75,107508700,23.632357
2001-03-01,58.5625,61.125,49.75,54.6875,90297700,19.075933
2001-02-01,60.8125,65.0625,53.875,59.00,85342300,20.580208
2001-01-02,44.125,64.75,42.875,61.0625,99401400,21.299643
2000-12-01,58.0625,60.625,40.3125,43.375,107832200,15.129941
2000-11-01,68.50,72.375,57.00,57.375,103841100,20.01338
2000-10-02,60.50,70.125,48.4375,68.875,116994900,24.024776
2000-09-01,70.00,72.0625,58.625,60.3125,74979300,21.038031
2000-08-01,69.9375,74.875,68.125,69.8125,56172800,24.351793
2000-07-03,79.6875,82.875,67.25,69.8125,65223400,24.351793
2000-06-01,64.375,82.1875,63.8125,80.00,69063900,27.905367
2000-05-01,72.875,74.00,60.375,62.5625,63609000,21.822868
2000-04-03,94.4375,96.50,65.00,69.75,122959400,24.329992
2000-03-01,89.625,115.00,88.9375,106.25,90976900,37.061813
2000-02-01,98.50,110.00,88.125,89.375,69646200,31.175526
2000-01-03,117.375,118.625,94.875,97.875,67403400,34.140472
1999-12-01,91.0625,119.9375,90.875,116.75,57886100,40.724396
1999-11-01,93.25,94.50,84.375,91.046883,72828600,31.758707
1999-10-01,90.1875,95.25,85.0625,92.5625,54369300,32.28738
1999-09-01,92.3125,97.875,88.8125,90.5625,48796600,31.589746
1999-08-02,85.6875,96.375,81.625,92.5625,63403500,32.28738
1999-07-01,89.875,100.75,85.50,85.8125,56944200,29.932865
1999-06-01,80.625,90.25,76.125,90.1875,42956400,31.458941
1999-05-03,81.4375,81.8125,75.50,80.6875,58290200,28.145178
1999-04-01,91.25,95.625,79.875,81.3125,58198000,28.36319
1999-03-01,149.562485,180.375,87.875,89.625,70789600,31.262732
1999-02-01,175.437515,175.937515,143.98436,150.125,87282900,26.183083
1999-01-04,139.60936,175.125,136.00,175.00,81688900,30.521494
1998-12-01,120.25,144.00,120.125,138.687515,51152500,24.188288
1998-11-02,106.375,130.26564,104.75,122.00,61680300,21.277842
1998-10-01,108.062477,110.125,87.75,105.875,77380500,18.465504
1998-09-01,95.25,114.625,94.50,110.062477,58628500,19.195835
1998-08-03,109.125,113.75,95.75,95.937523,70606100,16.732323
1998-07-01,109.125,119.625,105.375,109.937523,58318300,19.174044
1998-06-01,83.875,108.562477,83.125,108.375,59552800,18.901525
1998-05-01,90.187523,91.00,81.875,84.812477,56473600,14.79202
1998-04-01,89.812477,99.125,86.625,90.125,51116700,15.71857
1998-03-02,85.875,90.937523,79.25,89.50,51732000,15.609565
1998-02-02,151.75,160.062485,79.375,84.75,76292100,14.781124
1998-01-02,129.624954,150.124954,124.375038,149.187515,76808900,13.009789
1997-12-01,141.937515,146.624954,118.00,129.25,67425900,11.271152
1997-11-03,131.624954,142.25,129.00,141.50,49124300,12.339404
1997-10-01,132.50,139.624954,123.50,130.00,68703800,11.336555
1997-09-02,133.124954,140.25,130.624954,132.312485,57024100,11.538214
1997-08-01,141.375046,144.624954,131.00,132.187515,57472700,11.527316
1997-07-01,126.437523,150.75,123.25,141.375046,78917500,12.328507
1997-06-02,125.00,134.937515,118.25,126.375038,48022600,11.020443
1997-05-01,122.00,129.062485,114.875038,124.00,65770100,10.81333
1997-04-01,90.124962,122.624962,89.75,121.50,90802500,10.595319
1997-03-03,97.00,101.00,87.624962,91.687523,78573200,7.995543
1997-02-03,102.624962,103.50,94.00,97.50,72398100,8.502417
1997-01-02,83.124962,103.25,80.75,102.00,75104400,8.894835
1996-12-02,157.50,159.50,76.375038,82.624962,71113800,7.205249
1996-11-01,137.249924,158.00,136.50,156.875046,81906000,6.840087
1996-10-01,131.750076,139.124954,130.875046,137.249924,59898400,5.98439
1996-09-03,122.00,138.624954,120.624962,131.875046,69450400,5.750033
1996-08-01,117.875038,126.124962,117.375038,122.50,53270500,5.341261
1996-07-01,120.249924,122.875038,107.50,117.875038,101509800,5.139603
1996-06-03,118.750076,125.875038,116.249924,120.124962,66605100,5.237705
1996-05-01,112.875038,120.00,109.624962,118.750076,56708500,5.177757
1996-04-12,101.124962,113.875038,100.50,113.249924,73733000,4.937939
